account_id,customer_id,product_id,open_date,close_date,avg_daily_balance
3249,5240,2,2025-11-09,,929.16
3250,8275,5,2022-04-18,,1573.7
3251,3066,1,2022-09-27,,38272.46
3252,7955,6,2023-06-27,,4221.83
3253,2234,3,2024-07-29,,77511.92
3254,9977,6,2026-01-06,,2320.66
3255,2091,5,2025-04-21,,18526.91
3256,5629,5,2022-02-25,2023-03-16,10472.65
3257,4169,2,2023-07-18,,8556.2
3258,4013,5,2025-06-21,,2027.05
3259,1878,3,2021-10-18,2022-06-05,5519.92
3260,7187,3,2021-01-30,,8172.26
3261,6309,4,2021-11-13,,5861.97
3262,2315,5,2022-10-25,,12667.58
3263,9656,6,2021-06-23,,5055.19
3264,5248,4,2021-07-07,,5071.25
3265,3993,6,2023-10-20,,8094.34
3266,2915,3,2025-04-23,,20958.66
3267,9534,5,2025-04-29,2026-08-06,63207.42
3268,3935,2,2024-02-04,,3992.15
3269,2702,2,2021-04-16,,866.82
3270,4045,5,2025-03-08,,18554.58
3271,34,6,2022-03-09,,30249.8
3272,2146,4,2021-09-27,2022-03-02,2378.05
3273,6460,4,2021-07-28,,29755.23
3274,7488,2,2021-01-15,,15137.84
3275,9472,4,2021-08-11,,2502.79
3276,5674,2,2021-01-28,,571.61
3277,405,1,2022-07-03,,4103.32
3278,4712,2,2024-08-18,,24244.22
3279,1925,1,2024-05-17,,4750.13
3280,7622,5,2024-01-01,,8864.88
3281,882,1,2021-06-23,,1499.57
3282,6024,3,2022-08-29,,18803.01
3283,2903,6,2022-11-08,,5726.38
3284,9790,4,2025-02-18,,21424.9
3285,1246,1,2021-12-24,2024-04-30,2609.48
3286,8632,3,2021-09-11,,1433.28
3287,5368,3,2023-06-29,,19845.94
3288,116,4,2025-04-28,,17572.51
3289,4501,2,2021-06-21,,4337.93
3290,9471,3,2022-06-19,2024-04-24,92581.17
3291,297,6,2024-04-10,,10193.23
3292,7693,1,2022-11-09,,7323.53
3293,2949,4,2021-10-02,,12814.39
3294,8128,1,2024-03-04,,13291.34
3295,2606,2,2021-06-05,,24854.85
3296,6478,4,2022-09-08,,4446.98
3297,7922,3,2022-08-30,,9191.13
3298,1095,1,2025-03-10,,7156.37
3299,5102,6,2024-06-13,,9786.6
3300,1075,1,2023-08-08,,41746.97
3301,16,6,2021-09-01,,6806.17
3302,1528,3,2021-05-02,,6800.22
3303,8243,3,2021-03-03,,8167.31
3304,3200,2,2021-03-30,,7185.72
3305,9796,2,2025-10-01,,6777.71
3306,7801,3,2024-12-26,,11859.7
3307,1993,4,2022-12-28,,8778.02
3308,2954,3,2024-07-18,,10110.07
3309,6472,3,2023-01-20,,15033.25
3310,5823,5,2023-05-30,,19465.81
3311,932,4,2021-01-31,,22019.88
3312,2016,4,2024-06-20,,21304.9
3313,6445,6,2023-02-11,,14450.74
3314,7419,2,2022-03-08,,2559.77
3315,6406,2,2023-10-15,,4181.49
3316,2139,2,2021-11-09,,5342.48
3317,4290,1,2021-08-22,2023-03-26,7040.3
3318,3401,4,2021-02-15,,4060.61
3319,9280,5,2025-01-27,,3602.03
3320,8418,2,2023-09-06,,2051.27
3321,8637,2,2021-10-16,,5720.75
3322,1903,2,2021-02-23,,8950.07
3323,3604,2,2025-07-24,,6186.66
3324,9675,2,2023-03-17,,5929.16
3325,5453,1,2022-04-09,,10126.93
3326,8437,5,2022-10-21,2023-03-24,14281.27
3327,4049,4,2023-12-29,,10136.66
3328,805,5,2021-05-23,,11635.79
3329,8044,3,2024-07-15,,16788.48
3330,9124,6,2025-01-18,2027-05-02,4880.04
3331,1761,4,2023-05-07,,24462.04
3332,6306,2,2023-04-25,,4847.74
3333,7999,3,2025-07-25,,5718.94
3334,8217,6,2022-05-25,,847.8
3335,4396,3,2023-04-24,,4742.46
3336,5345,3,2022-10-24,,2157.14
3337,8266,3,2025-09-18,,26123.9
3338,7882,2,2022-03-17,,19113.22
3339,7983,6,2025-08-07,,4407.48
3340,7457,3,2025-03-20,,5169.65
3341,4188,5,2023-02-10,,1861.49
3342,1411,2,2024-12-01,,3497.9
3343,3613,3,2022-05-14,,13637.16
3344,7340,3,2023-09-30,,27597.03
3345,4781,5,2022-02-11,2022-06-26,7220.72
3346,4468,6,2024-01-27,,8688.12
3347,5356,1,2021-01-25,,8943.08
3348,9258,1,2021-10-20,,4753.81
3349,3996,5,2022-12-22,,10476.83
3350,6869,6,2022-12-21,,5995.04
3351,8803,1,2024-06-27,,15031.25
3352,7646,4,2021-02-24,2022-03-28,7599.61
3353,4216,6,2023-08-03,,1843.78
3354,1839,4,2021-12-08,,13174.38
3355,5649,6,2021-04-22,,9152.25
3356,6685,4,2023-01-28,,5053.89
3357,6945,1,2024-12-05,,7732.29
3358,7296,4,2024-08-28,,3138.9
3359,3574,4,2023-12-14,,2769.33
3360,7615,1,2026-01-05,,5453.59
3361,5700,5,2024-05-07,,10915.26
3362,8186,6,2021-02-06,,12144.58
3363,7153,2,2024-09-04,,2562.68
3364,6183,4,2022-01-20,2024-07-05,7995.59
3365,473,6,2022-02-02,,2696.55
3366,9349,1,2022-08-09,,8697.47
3367,4420,2,2022-02-15,,6668.3
3368,8244,2,2025-09-10,2026-11-09,9457.06
3369,7092,6,2023-10-04,,3928.6
3370,9620,3,2025-05-11,,28750.65
3371,5879,2,2024-11-29,,55786.4
3372,6661,4,2021-04-09,2022-11-28,6285.49
3373,4456,5,2022-11-14,,3881.0
3374,5780,6,2023-02-27,,2667.33
3375,7405,4,2024-09-12,,2223.36
3376,68,3,2024-09-01,,21981.32
3377,9366,2,2022-12-15,2025-03-26,4852.51
3378,4577,6,2025-01-09,,2087.05
3379,6057,3,2023-08-28,,2512.15
3380,8453,4,2022-10-10,,2303.32
3381,1650,4,2022-11-02,,28805.02
3382,677,4,2023-10-17,,33520.03
3383,7224,5,2023-10-06,2026-03-18,6421.87
3384,6552,4,2021-07-26,,5643.88
3385,3940,4,2021-07-08,,976.82
3386,4339,2,2022-11-30,,1911.21
3387,6658,6,2023-10-09,,3249.73
3388,9871,6,2023-04-13,,14484.03
3389,9385,6,2023-10-13,,87014.9
3390,666,5,2021-04-05,,16876.88
3391,4863,6,2023-06-26,,6821.87
3392,9794,2,2024-02-01,2025-12-12,9329.62
3393,1910,3,2024-12-05,,8964.61
3394,7453,1,2021-05-25,,5732.43
3395,6598,6,2022-04-17,2024-05-14,6802.49
3396,188,2,2025-01-18,,1421.11
3397,8897,6,2021-07-22,2023-02-07,3813.27
3398,7691,5,2021-11-04,,5307.69
3399,9559,2,2023-02-11,2023-12-27,2623.53
3400,7391,1,2022-01-24,,9789.89
3401,335,2,2024-11-22,,13652.63
3402,6601,6,2023-01-27,,29208.82
3403,7616,6,2025-12-22,,5244.51
3404,356,1,2025-01-06,,1200.34
3405,1923,5,2021-09-23,,39515.26
3406,4328,2,2021-02-13,,2983.8
3407,3339,5,2022-03-18,,62170.76
3408,796,5,2021-09-24,,37022.64
3409,190,3,2022-07-30,,5688.69
3410,7452,3,2023-10-07,,5883.87
3411,9006,2,2022-01-23,,2335.35
3412,2167,2,2021-05-06,,796.98
3413,9872,6,2023-09-02,,13516.24
3414,2059,6,2023-12-11,,6769.93
3415,6071,5,2022-04-17,,24636.46
3416,4394,3,2023-02-01,,28515.78
3417,9413,2,2022-07-08,,1330.67
3418,9820,2,2021-02-15,,8440.61
3419,2381,2,2022-07-20,,67608.18
3420,9592,3,2023-03-31,,2909.0
3421,8326,2,2021-04-09,,25356.75
3422,5052,5,2021-04-04,,11358.08
3423,2710,2,2024-09-16,,10709.32
3424,1280,4,2025-09-18,,7454.53
3425,553,6,2021-06-11,,2243.93
3426,6332,1,2023-10-06,,1583.26
3427,6873,5,2025-06-20,,4172.72
3428,1154,2,2023-11-29,,2567.57
3429,6920,4,2022-07-18,,13240.71
3430,4159,3,2021-10-16,,64542.02
3431,955,5,2021-05-27,,36032.34
3432,5566,5,2022-11-17,,4826.6
3433,6869,2,2022-12-21,,25559.16
3434,236,3,2022-08-06,,18620.08
3435,1109,2,2024-06-09,,9997.36
3436,1797,4,2024-04-16,,43579.84
3437,3474,1,2023-11-28,,1292.8
3438,5286,6,2025-10-07,2027-03-20,4086.81
3439,7396,6,2025-10-20,,17777.5
3440,9583,3,2023-08-12,2024-02-17,11021.63
3441,5530,1,2021-09-02,2023-07-22,4141.8
3442,2212,4,2022-08-21,,2036.96
3443,2642,5,2021-12-13,,1789.08
3444,3229,4,2021-05-13,,6974.59
3445,927,6,2025-10-28,,16320.13
3446,5823,1,2023-05-30,,29616.44
3447,2922,3,2024-09-10,,2822.01
3448,3828,2,2022-10-11,,6080.17
3449,7336,1,2021-10-10,,3130.82
3450,8313,3,2024-12-07,,12490.61
3451,966,1,2022-10-16,,14493.92
3452,4214,6,2025-11-15,,3336.53
3453,3720,5,2022-03-14,,2107.2
3454,3914,6,2024-03-25,,46881.14
3455,3180,5,2025-06-06,,8421.77
3456,3371,2,2023-06-30,,8909.54
3457,6819,5,2025-07-28,,2454.29
3458,5907,4,2025-01-18,,6846.79
3459,5139,6,2022-06-23,,4010.28
3460,3092,6,2023-04-25,,4472.45
3461,9969,6,2022-01-31,,3097.35
3462,8964,2,2023-04-12,,25337.28
3463,4657,6,2021-12-10,2023-10-05,3979.09
3464,3578,1,2022-07-25,,19038.65
3465,6298,6,2024-01-27,,2380.41
3466,1539,4,2025-04-26,,32629.24
3467,2868,3,2022-11-18,2024-01-23,9436.76
3468,3550,1,2022-04-29,2023-06-07,15665.51
3469,6528,6,2021-12-03,,1491.5
3470,8996,6,2023-02-13,,15215.29
3471,4777,6,2024-12-11,,71866.09
3472,179,5,2021-12-12,,9567.65
3473,8807,1,2022-11-25,,103981.26
3474,1755,5,2025-12-29,2027-04-30,1331.3
3475,7696,4,2025-12-05,,3064.63
3476,8239,6,2022-03-02,,12323.56
3477,8016,4,2025-08-26,,3070.48
3478,6702,4,2023-03-23,,69925.98
3479,6327,6,2022-01-09,,2783.04
3480,6498,2,2024-07-22,,17060.95
3481,2535,5,2024-02-17,,4012.16
3482,8408,1,2023-07-20,,1137.31
3483,2940,6,2022-04-16,,6994.77
3484,5766,1,2025-10-12,,5700.86
3485,2900,1,2024-02-25,,12074.48
3486,2877,2,2021-11-04,,18784.02
3487,9429,2,2024-08-04,,3902.08
3488,1008,5,2021-07-29,,19128.3
3489,4830,2,2024-09-19,,8468.85
3490,6465,6,2022-01-19,2023-12-30,3466.45
3491,8058,4,2025-10-20,,4052.54
3492,2160,1,2024-03-07,,8292.33
3493,3185,4,2023-08-14,2025-12-13,12673.12
3494,8566,2,2025-02-13,,7181.76
3495,1287,1,2025-03-07,,6398.02
3496,8560,3,2024-05-10,,3720.95
3497,4474,4,2023-03-01,,8614.55
3498,4921,3,2024-01-10,,10156.18
3499,3926,5,2023-09-21,,56028.56
3500,4770,6,2025-04-19,,3082.91
3501,3117,4,2024-01-13,,29162.03
3502,1295,1,2024-06-06,,16819.77
3503,3977,1,2024-10-04,,7069.04
3504,6866,6,2025-03-09,,53177.57
3505,6391,3,2025-02-11,2027-07-06,7234.8
3506,174,1,2022-08-30,,10428.31
3507,7326,6,2023-05-05,,5553.2
3508,7819,4,2024-05-14,,15704.45
3509,4982,2,2022-12-18,,8070.15
3510,3835,2,2024-12-31,,3274.27
3511,2430,6,2024-03-19,2026-09-01,12034.89
3512,6568,1,2021-02-18,,39564.14
3513,8006,5,2023-05-08,,4408.69
3514,7790,4,2021-01-16,,19294.94
3515,7463,5,2021-07-20,,4426.2
3516,8885,3,2021-06-13,,12009.75
3517,874,6,2022-07-22,,13898.07
3518,3097,1,2023-04-03,,28036.01
3519,8950,6,2021-03-14,,3598.81
3520,3625,3,2023-12-10,,6555.0
3521,5554,5,2025-05-08,,4673.57
3522,1566,4,2022-10-24,,16553.98
3523,3117,5,2024-01-13,,15422.45
3524,8501,2,2022-09-07,,9819.21
3525,8346,5,2024-06-23,,7512.88
3526,9159,5,2022-02-19,,19631.73
3527,1164,5,2022-11-11,,2312.68
3528,2817,5,2025-03-03,,9313.01
3529,8577,4,2026-01-08,2026-11-26,22608.53
3530,2796,1,2024-08-11,2026-08-19,2077.81
3531,1057,4,2023-08-16,,5363.29
3532,9924,6,2023-02-06,,5165.77
3533,7346,3,2025-05-25,,5428.03
3534,9862,2,2025-02-12,,47881.36
3535,4077,1,2025-05-15,,980.12
3536,3775,6,2022-09-12,,5155.87
3537,1460,6,2023-05-08,,13937.15
3538,8134,2,2025-03-11,,18161.15
3539,6,2,2025-04-17,,23413.29
3540,4787,1,2025-05-13,,1939.03
3541,6939,6,2021-02-28,,26833.87
3542,9834,6,2024-04-24,,24500.5
3543,8169,1,2024-02-23,,3722.99
3544,8110,6,2024-11-09,,3259.61
3545,3830,3,2024-09-20,2026-07-11,2426.59
3546,7035,4,2021-03-22,,868.37
3547,5351,1,2025-01-31,,59315.93
3548,5521,6,2021-04-04,,8578.59
3549,6871,3,2022-09-26,,1354.28
3550,4881,5,2023-07-11,,839.31
3551,8809,1,2025-10-28,,2987.82
3552,9078,4,2024-08-22,,5099.07
3553,2071,5,2022-07-19,,16423.4
3554,6951,5,2021-09-18,,22617.16
3555,161,5,2021-11-01,,10664.93
3556,9410,5,2024-11-11,,8603.54
3557,4179,2,2024-04-02,,10714.71
3558,168,4,2024-01-30,,27852.23
3559,3913,3,2023-12-30,,8713.68
3560,2703,1,2024-11-27,,13130.89
3561,2603,3,2025-07-07,,2548.51
3562,4440,2,2024-02-16,,9776.12
3563,4108,5,2022-11-21,,4859.98
3564,3606,6,2024-02-15,,11793.37
3565,9746,1,2025-02-12,,5644.06
3566,450,4,2023-04-21,,11685.83
3567,4670,1,2024-10-19,,3676.21
3568,4028,1,2022-07-06,,2926.38
3569,6735,3,2021-08-04,,3531.66
3570,2538,6,2021-01-24,,3732.36
3571,2710,5,2024-09-16,2025-09-21,10894.4
3572,2958,4,2025-04-26,2027-09-22,17307.42
3573,2665,1,2023-06-16,,9259.43
3574,1790,2,2021-03-11,,9081.48
3575,4103,2,2025-02-10,,9082.34
3576,3235,6,2024-06-20,,23920.37
3577,319,5,2022-09-17,,2807.74
3578,2178,6,2024-09-12,,10293.05
3579,429,1,2025-12-04,,9575.24
3580,901,5,2021-01-29,,19535.64
3581,9813,1,2021-05-27,,3656.7
3582,7423,4,2024-04-25,,39447.99
3583,749,2,2022-11-10,,7272.6
3584,6145,6,2025-08-13,,2397.99
3585,4873,3,2023-04-20,,4830.91
3586,4290,6,2021-08-22,,16424.17
3587,7532,5,2022-07-23,,6647.81
3588,1028,4,2025-02-15,,3966.28
3589,1141,2,2022-04-15,,31933.83
3590,8101,4,2023-09-30,,14186.05
3591,8430,6,2023-01-25,,6421.38
3592,4826,6,2023-08-26,,10309.44
3593,4554,3,2022-01-15,,19922.85
3594,1755,1,2025-12-29,,26353.28
3595,6993,1,2025-03-17,,4561.81
3596,1611,4,2023-05-07,,17165.57
3597,4440,4,2024-02-16,2025-09-04,54205.45
3598,9680,5,2023-09-11,,4370.76
3599,4759,4,2024-01-28,,12123.1
3600,6520,1,2024-06-27,,13013.73
3601,246,6,2021-08-02,,6944.23
3602,9470,4,2024-06-27,,3358.86
3603,6843,2,2025-03-09,,3351.85
3604,7059,2,2022-12-27,,6591.75
3605,1557,1,2021-05-31,2022-07-10,3574.03
3606,1558,4,2022-01-02,,1985.79
3607,2223,6,2021-09-12,,2349.45
3608,2333,4,2022-11-07,,4805.89
3609,8497,4,2025-03-20,,6766.97
3610,8985,2,2025-03-24,,4510.34
3611,8599,1,2022-07-16,,3289.69
3612,2967,5,2023-08-05,,21835.61
3613,4003,6,2024-06-27,,2706.38
3614,1361,2,2024-08-22,,8274.85
3615,9246,1,2023-02-01,,26662.75
3616,440,1,2021-12-05,,9286.61
3617,4354,5,2025-10-12,,76927.49
3618,783,3,2023-11-07,,13282.3
3619,2611,5,2025-12-04,,6365.93
3620,234,5,2024-08-29,,5038.52
3621,6667,1,2025-06-12,,16275.77
3622,4489,3,2023-11-07,,14856.3
3623,8654,3,2021-08-12,,13441.67
3624,1752,4,2022-07-31,,4140.61
3625,839,5,2023-09-02,,6047.72
3626,3210,5,2023-09-16,,2005.68
3627,2785,3,2024-07-10,,7348.66
3628,5595,3,2022-01-05,,11539.69
3629,1352,6,2023-04-24,,4140.56
3630,206,3,2024-07-26,,5533.23
3631,1095,1,2025-03-10,2027-05-09,5969.84
3632,185,1,2024-03-11,,11358.8
3633,6746,1,2022-04-26,,2518.38
3634,6903,6,2023-07-04,,4572.24
3635,5503,5,2025-07-01,,2223.96
3636,6689,6,2024-05-05,,6031.21
3637,5779,6,2021-07-21,,11141.48
3638,2730,3,2024-01-11,,13529.22
3639,7894,1,2021-10-31,,14873.01
3640,314,4,2022-09-19,,5059.82
3641,8420,3,2021-02-19,,22458.67
3642,6802,6,2025-01-24,,51651.86
3643,3094,3,2021-10-30,,6327.74
3644,4096,6,2021-05-17,2021-11-11,8878.88
3645,2740,3,2025-06-10,,6258.78
3646,927,1,2025-10-28,2027-04-12,5633.31
3647,3337,2,2021-07-15,,4222.97
3648,3122,4,2025-02-09,,13373.43
3649,6886,4,2021-10-16,,25500.2
3650,7543,2,2024-12-18,2026-06-05,2187.55
3651,2356,4,2022-03-30,,14534.9
3652,8729,1,2025-05-17,,3510.13
3653,7375,3,2021-12-05,,11864.84
3654,4171,2,2021-04-09,2023-06-09,11399.73
3655,5773,3,2022-12-13,2023-03-27,13147.39
3656,9634,6,2021-06-24,,10847.73
3657,3400,4,2024-10-21,2026-07-30,5971.38
3658,5696,5,2021-07-15,2021-12-22,6839.75
3659,6738,4,2025-06-26,,31534.99
3660,7930,4,2022-04-09,,9062.54
3661,609,2,2023-02-06,,14897.69
3662,612,3,2024-01-10,,6119.03
3663,1021,2,2022-11-27,,7840.39
3664,241,1,2023-08-01,,23032.64
3665,2053,3,2023-07-21,,3203.53
3666,5335,1,2023-08-20,,8220.71
3667,1603,1,2024-10-12,2025-02-24,6854.16
3668,4490,2,2023-10-09,,27022.92
3669,9607,4,2021-02-02,,42486.18
3670,369,6,2021-12-23,,16703.47
3671,2077,5,2023-06-30,,33982.4
3672,9639,6,2024-05-17,,2981.32
3673,7110,4,2025-01-06,,537.45
3674,8201,4,2025-09-09,,12349.27
3675,3517,3,2021-11-23,2022-03-04,17939.25
3676,4430,2,2021-08-26,,5636.81
3677,5046,3,2021-03-02,2022-10-10,4534.78
3678,8585,5,2024-06-05,,11322.91
3679,1852,2,2021-09-21,,32613.1
3680,5428,6,2024-09-02,,11196.41
3681,8971,6,2024-08-21,,20770.23
3682,3432,6,2023-09-04,,19569.61
3683,9891,4,2023-01-27,2024-10-01,13874.21
3684,4483,1,2022-05-08,,26621.23
3685,6253,4,2022-07-25,,4401.03
3686,6483,4,2024-11-22,,4499.23
3687,3272,2,2024-02-04,,4610.52
3688,3509,4,2023-10-26,,10617.65
3689,6977,5,2023-03-11,,30300.98
3690,3893,4,2021-05-28,,16154.53
3691,3112,1,2024-08-18,,643.43
3692,4318,2,2022-09-14,,166991.09
3693,1867,6,2024-10-04,,13171.26
3694,9245,5,2024-10-21,,29039.49
3695,927,6,2025-10-28,2027-04-27,13377.83
3696,3773,2,2022-03-25,,2235.64
3697,5928,1,2024-12-12,,14839.86
3698,2096,3,2022-05-02,,2650.01
3699,9019,5,2021-02-02,,12260.02
3700,4696,1,2024-10-21,,14168.5
3701,770,6,2022-09-08,,23606.7
3702,6715,3,2023-08-14,,5879.45
3703,8649,6,2025-11-04,,782.55
3704,9265,1,2024-03-09,,6915.86
3705,2776,3,2022-11-23,,16756.74
3706,5368,3,2023-06-29,,9105.82
3707,6434,2,2021-07-31,,8365.12
3708,4631,4,2025-06-25,,5955.35
3709,7699,4,2025-12-28,,19054.19
3710,5503,1,2025-07-01,2026-09-20,38775.52
3711,2972,3,2025-07-22,,7406.96
3712,4401,4,2024-06-20,,19249.77
3713,1643,1,2022-08-09,,22674.43
3714,1018,1,2022-01-15,,3943.61
3715,4043,5,2021-06-04,,3627.46
3716,9656,2,2021-06-23,2022-03-21,26000.3
3717,1512,2,2021-01-16,,4140.67
3718,5618,6,2022-04-04,2023-05-29,6655.5
3719,6276,3,2021-03-02,,12761.64
3720,4472,4,2021-03-05,,3437.29
3721,1722,3,2023-11-01,,7360.56
3722,687,4,2023-03-01,,12200.74
3723,4467,4,2025-09-19,,1318.59
3724,4251,4,2024-11-16,,9438.16
3725,6389,6,2025-05-24,,2168.53
3726,3278,4,2025-03-09,,5349.5
3727,5956,4,2022-03-08,,7244.77
3728,3500,5,2024-11-28,,1032.2
3729,1445,5,2024-07-21,,5792.04
3730,8280,4,2025-07-21,,1971.73
3731,1530,6,2025-05-05,,1960.88
3732,3186,1,2024-01-14,,8064.74
3733,13,1,2024-07-01,,22967.1
3734,5277,2,2023-12-12,,17835.72
3735,8512,4,2025-11-20,,4160.32
3736,4388,1,2022-06-10,,2601.42
3737,4869,2,2025-12-31,,6760.27
3738,9876,1,2021-09-16,,17737.34
3739,5597,2,2021-01-16,,12986.09
3740,5771,3,2024-08-15,,2987.19
3741,4254,1,2025-12-05,,5293.65
3742,8576,4,2024-04-07,,3796.28
3743,6200,4,2025-05-22,,520.52
3744,1097,5,2021-11-24,,24268.9
3745,970,3,2025-09-13,,14209.43
3746,6904,3,2025-01-09,,36889.47
3747,2521,1,2021-06-12,,32060.5
3748,3252,2,2024-02-29,,9686.16
3749,194,6,2023-02-15,,22645.0
3750,7552,5,2021-01-15,2023-03-24,6313.47
3751,1253,3,2024-01-25,,11255.19
3752,795,3,2025-04-28,,4793.97
3753,1627,6,2024-07-14,,8251.45
3754,5191,4,2022-04-18,,14720.02
3755,8283,6,2023-06-30,,15574.15
3756,7244,4,2024-03-25,,815.77
3757,7365,2,2024-03-08,,19155.95
3758,4173,1,2026-01-10,,2440.42
3759,1321,2,2025-06-18,,4810.17
3760,3460,1,2021-03-25,,1403.23
3761,2370,5,2022-06-09,,4252.14
3762,2469,6,2024-04-08,,32660.59
3763,9850,3,2021-10-20,,11824.42
3764,4038,2,2024-04-08,,9314.1
3765,346,1,2025-07-19,,56254.8
3766,1665,6,2023-10-13,,3999.15
3767,3874,5,2022-03-10,,10300.39
3768,650,2,2024-03-02,,26707.93
3769,5381,3,2023-04-05,2025-05-19,20247.13
3770,7852,5,2024-05-05,,15588.35
3771,6293,4,2024-04-07,,25063.2
3772,1913,3,2023-10-16,,19977.84
3773,7197,4,2025-09-25,,15495.47
3774,6096,5,2022-03-04,,2427.82
3775,8051,5,2024-01-09,,8702.75
3776,8059,4,2025-05-27,,23737.75
3777,5681,1,2024-03-05,,4094.35
3778,3261,6,2024-07-10,,4088.79
3779,2113,5,2025-11-02,,8663.38
3780,9675,2,2023-03-17,,23749.87
3781,8868,6,2024-01-17,,3586.91
3782,476,2,2022-05-04,2023-10-07,3950.71
3783,326,5,2022-12-02,,1274.93
3784,7687,6,2025-08-01,,3658.29
3785,3264,4,2021-01-16,,17802.14
3786,8040,4,2021-09-09,,3635.48
3787,2136,3,2022-06-26,,2830.53
3788,4254,4,2025-12-05,,5667.65
3789,9489,1,2024-04-01,,5553.52
3790,5036,1,2022-10-12,,18116.69
3791,8136,2,2025-08-11,,2373.4
3792,282,5,2024-11-22,2025-11-29,1659.97
3793,657,2,2021-02-24,,24854.07
3794,2211,5,2025-11-12,,13253.04
3795,9093,2,2023-03-23,,2432.59
3796,7469,5,2025-07-06,,25480.39
3797,144,5,2023-05-27,,1114.98
3798,3370,2,2023-05-09,,20338.47
3799,3934,3,2023-07-30,,24923.83
3800,7356,1,2022-03-09,,37004.98
3801,2536,4,2024-02-20,,2456.03
3802,9606,1,2024-05-12,,7847.04
3803,9236,4,2025-03-15,,1841.36
3804,650,5,2024-03-02,,33488.49
3805,4761,6,2024-08-17,,15823.85
3806,3292,2,2023-11-06,,8822.46
3807,7122,2,2023-11-15,,3714.47
3808,8365,4,2024-11-04,,6516.27
3809,3022,2,2024-04-03,,8360.08
3810,2049,2,2026-01-08,2028-06-01,26974.59
3811,5324,2,2022-08-03,,16575.5
3812,1895,1,2024-09-28,,5802.33
3813,5321,2,2021-05-03,,3688.07
3814,3977,3,2024-10-04,,12750.52
3815,409,4,2023-04-20,,18911.01
3816,3376,1,2025-10-26,,23671.66
3817,6888,1,2021-11-16,,3413.39
3818,7900,5,2025-05-16,,5775.18
3819,578,5,2025-03-10,,16120.44
3820,8146,2,2023-05-21,,4387.69
3821,4178,1,2021-03-02,,10700.48
3822,603,6,2025-06-28,,9181.68
3823,3756,1,2021-12-07,,4275.43
3824,6691,2,2022-12-29,,32258.82
3825,4070,4,2023-03-22,,7834.14
3826,6321,1,2025-05-27,2026-05-10,3956.34
3827,5335,5,2023-08-20,,20786.21
3828,9180,2,2024-05-16,,41529.62
3829,4237,1,2022-12-28,,8763.45
3830,4235,6,2021-12-19,,3580.88
3831,3119,6,2022-02-11,,2090.08
3832,1084,5,2021-10-13,,7536.78
3833,9780,3,2024-09-05,2026-10-20,94650.88
3834,1085,1,2023-11-26,,13648.1
3835,1750,6,2022-08-14,,4059.43
3836,3167,2,2022-09-09,,6648.94
3837,9848,5,2026-01-01,,3555.23
3838,3547,1,2025-03-27,,10887.49
3839,8232,5,2021-12-22,,1699.48
3840,1351,2,2021-03-30,,11741.06
3841,1995,1,2023-10-23,,8175.28
3842,6581,6,2024-09-23,2026-10-17,39386.15
3843,744,2,2024-03-16,,13607.79
3844,3283,4,2024-09-04,,21746.99
3845,4134,1,2022-04-22,2024-01-14,16991.37
3846,6612,1,2025-06-21,,10020.53
3847,9299,6,2022-03-24,,14562.3
3848,3428,5,2025-11-26,,10137.09
3849,8822,1,2024-05-31,,2518.28
3850,4911,4,2022-05-23,,14135.32
3851,3986,5,2024-03-18,,6625.47
3852,5757,5,2022-08-29,,42403.39
3853,7444,3,2024-08-02,,3650.67
3854,492,1,2021-04-26,,2079.79
3855,6442,3,2023-07-18,2025-07-28,18283.51
3856,7977,6,2023-02-09,,746.67
3857,4154,4,2022-09-22,,20748.18
3858,9675,1,2023-03-17,,21306.87
3859,1950,3,2025-10-13,,5808.14
3860,5494,3,2022-09-05,,6226.32
3861,3134,5,2022-04-25,,2809.67
3862,2135,3,2023-06-01,,3848.56
3863,611,3,2023-03-18,,10094.64
3864,7567,6,2022-01-18,,14645.49
3865,9340,1,2025-10-07,,5674.89
3866,6118,1,2024-04-10,,5168.44
3867,4742,5,2024-10-07,,9904.52
3868,2562,1,2021-12-17,,17290.2
3869,7046,4,2021-11-09,,8849.84
3870,829,5,2022-07-02,,12351.49
3871,1696,4,2025-07-23,,6586.87
3872,5775,1,2025-04-29,,1260.47
3873,3466,1,2024-09-04,,19203.51
3874,266,5,2021-10-05,,796.19
3875,1290,3,2021-12-31,,3015.46
3876,5412,2,2023-03-13,,9607.21
3877,473,2,2022-02-02,,4170.41
3878,6543,1,2023-05-10,,8643.69
3879,5193,4,2021-07-03,,31530.2
3880,1897,5,2021-04-06,,1645.6
3881,3155,3,2022-09-29,,10028.96
3882,6318,6,2025-03-09,,1542.73
3883,9082,1,2025-11-29,,6138.34
3884,1612,4,2024-10-25,,3941.09
3885,6435,1,2024-07-30,,1814.22
3886,4477,6,2025-11-14,,29828.21
3887,8378,2,2024-03-10,2025-11-02,10777.65
3888,3334,1,2023-01-30,2023-07-27,31758.56
3889,2227,4,2023-09-08,,3606.9
3890,3214,2,2024-12-17,,23672.41
3891,4016,6,2025-09-16,,12984.71
3892,1292,6,2025-06-06,,2165.43
3893,2518,1,2022-10-23,,2790.89
3894,8050,2,2021-01-26,,2713.41
3895,2155,6,2024-03-18,,10549.94
3896,7605,5,2023-03-11,2024-03-03,10228.48
3897,3103,4,2022-02-02,,36264.92
3898,3619,4,2022-04-17,,3132.83
